WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts,LbrHrs,PartsCost,Payment,Wait,LbrRate,LbrCost,LbrFee,PartsFee,TotalCost,TotalFee,ReqDay,WorkDay
A00921,Central,Khan,Repair,,2021-06-10,2021-07-15,2,,,3.0,44.064,C.O.D.,35.0,140,420.0,420.0,44.064,464.064,464.064,Thu,Thu
A00922,Northwest,Cartier,Repair,,2021-06-10,,2,,,,67.8436,P.O.,,140,0.0,0.0,67.8436,67.8436,67.8436,Thu,Sat
A00923,Central,Khan,Assess,,2021-06-10,,2,,,,165.8691,C.O.D.,,140,0.0,0.0,165.8691,165.8691,165.8691,Thu,Sat
A00924,East,Ling,Replace,,2021-06-10,,2,,,,42.66,Credit,,140,0.0,0.0,42.66,42.66,42.66,Thu,Sat
A00925,Southeast,Burton,Replace,,2021-06-10,,1,,,,101.9011,Account,,80,0.0,0.0,101.9011,101.9011,101.9011,Thu,Sat
A00926,Southwest,Burton,Repair,,2021-06-10,,2,,,,222.5367,C.O.D.,,140,0.0,0.0,222.5367,222.5367,222.5367,Thu,Sat
A00927,Southeast,Burton,Replace,,2021-06-11,2021-07-16,1,Yes,Yes,0.5,344.7694,Warranty,35.0,80,40.0,0.0,0.0,384.7694,0.0,Fri,Fri
A00928,North,Ling,Deliver,,2021-06-12,2021-06-29,1,,,0.25,22.0,Account,17.0,80,20.0,20.0,22.0,42.0,42.0,Sat,Tue
A00929,Central,Cartier,Replace,,2021-06-14,2021-06-23,1,,,0.5,120.0,Account,9.0,80,40.0,40.0,120.0,160.0,160.0,Mon,Wed
A00930,Central,Khan,Replace,Yes,2021-06-14,2021-06-24,1,Yes,Yes,0.5,204.284,Warranty,10.0,80,40.0,0.0,0.0,244.284,0.0,Mon,Thu
A00931,West,Burton,Replace,,2021-06-14,2021-07-07,2,,Yes,5.0,2048.5612,C.O.D.,23.0,140,700.0,700.0,0.0,2748.5612,700.0,Mon,Wed
A00932,Southeast,Khan,Deliver,,2021-06-14,2021-07-22,1,,,0.25,8.5496,C.O.D.,38.0,80,20.0,20.0,8.5496,28.5496,28.5496,Mon,Thu
A00933,Central,Cartier,Assess,,2021-06-14,2021-07-22,1,,,0.5,120.5409,C.O.D.,38.0,80,40.0,40.0,120.5409,160.5409,160.5409,Mon,Thu
A00934,Northwest,Cartier,Replace,,2021-06-14,,2,,,,52.3501,P.O.,,140,0.0,0.0,52.3501,52.3501,52.3501,Mon,Sat
A00935,Central,Khan,Install,,2021-06-14,,2,,,,406.7068,C.O.D.,,140,0.0,0.0,406.7068,406.7068,406.7068,Mon,Sat
A00936,South,Lopez,Deliver,,2021-06-15,2021-07-09,1,,,0.25,70.5334,Account,24.0,80,20.0,20.0,70.5334,90.5334,90.5334,Tue,Fri
A00937,Northeast,Ling,Assess,,2021-06-15,2021-07-12,2,,,0.25,14.4,Account,27.0,140,35.0,35.0,14.4,49.4,49.4,Tue,Mon
A00938,Southeast,Burton,Assess,,2021-06-15,2021-07-14,1,,,0.25,144.0,P.O.,29.0,80,20.0,20.0,144.0,164.0,164.0,Tue,Wed
A00939,North,Ling,Assess,,2021-06-15,2021-07-19,1,,,0.5,5.4,C.O.D.,34.0,80,40.0,40.0,5.4,45.4,45.4,Tue,Mon
A00940,West,Lopez,Assess,,2021-06-16,2021-06-24,1,,,0.25,23.1465,P.O.,8.0,80,20.0,20.0,23.1465,43.1465,43.1465,Wed,Thu
A00941,Central,Khan,Replace,,2021-06-16,2021-06-24,1,,Yes,0.5,25.0718,C.O.D.,8.0,80,40.0,40.0,0.0,65.0718,40.0,Wed,Thu
A00942,Southeast,Burton,Assess,,2021-06-16,2021-07-15,1,,,0.5,175.2177,C.O.D.,29.0,80,40.0,40.0,175.2177,215.2177,215.2177,Wed,Thu
A00943,Northwest,Khan,Repair,,2021-06-16,2021-07-21,2,,,3.5,23.0,Account,35.0,140,490.0,490.0,23.0,513.0,513.0,Wed,Wed
A00944,West,Khan,Assess,,2021-06-16,,2,,,,30.0,C.O.D.,,140,0.0,0.0,30.0,30.0,30.0,Wed,Sat
A00945,Central,Cartier,Deliver,,2021-06-16,,1,,,,161.0842,Account,,80,0.0,0.0,161.0842,161.0842,161.0842,Wed,Sat
A00946,Central,Khan,Deliver,,2021-06-16,,1,,,,59.8074,C.O.D.,,80,0.0,0.0,59.8074,59.8074,59.8074,Wed,Sat
A00947,West,Khan,Assess,,2021-06-16,,1,,,,19.197,C.O.D.,,80,0.0,0.0,19.197,19.197,19.197,Wed,Sat
A00948,North,Ling,Deliver,Yes,2021-06-16,,1,,,,50.79,Account,,80,0.0,0.0,50.79,50.79,50.79,Wed,Sat
A00949,North,Ling,Assess,,2021-06-17,2021-06-30,2,,,1.25,122.8076,C.O.D.,13.0,140,175.0,175.0,122.8076,297.8076,297.8076,Thu,Wed
A00950,West,Cartier,Assess,,2021-06-17,2021-07-06,1,,,0.25,54.8215,Account,19.0,80,20.0,20.0,54.8215,74.8215,74.8215,Thu,Tue
A00951,Central,Cartier,Replace,,2021-06-17,2021-07-22,2,,,2.5,86.4234,C.O.D.,35.0,140,350.0,350.0,86.4234,436.4234,436.4234,Thu,Thu
A00952,Northeast,Ling,Assess,,2021-06-17,,2,,,,100.6038,C.O.D.,,140,0.0,0.0,100.6038,100.6038,100.6038,Thu,Sat
A00953,North,Ling,Deliver,,2021-06-17,,1,,,,17.17,Account,,80,0.0,0.0,17.17,17.17,17.17,Thu,Sat
A00954,West,Burton,Assess,,2021-06-17,,1,,,,10.3075,P.O.,,80,0.0,0.0,10.3075,10.3075,10.3075,Thu,Sat
A00955,North,Ling,Assess,,2021-06-17,,2,,,,18.63,Account,,140,0.0,0.0,18.63,18.63,18.63,Thu,Sat
A00956,North,Ling,Assess,,2021-06-17,,2,,,,32.0,Account,,140,0.0,0.0,32.0,32.0,32.0,Thu,Sat
A00957,North,Ling,Deliver,,2021-06-17,,1,,,,14.13,P.O.,,80,0.0,0.0,14.13,14.13,14.13,Thu,Sat
A00958,North,Ling,Repair,,2021-06-17,,1,,,,322.0,Account,,80,0.0,0.0,322.0,322.0,322.0,Thu,Sat
A00959,Northeast,Ling,Assess,,2021-06-17,,2,,,,50.6033,C.O.D.,,140,0.0,0.0,50.6033,50.6033,50.6033,Thu,Sat
A00960,Southwest,Burton,Assess,,2021-06-18,2021-07-12,2,,,2.0,134.5006,C.O.D.,24.0,140,280.0,280.0,134.5006,414.5006,414.5006,Fri,Mon
A00961,Southeast,Cartier,Replace,,2021-06-19,2021-07-03,1,,,0.5,78.3333,C.O.D.,14.0,80,40.0,40.0,78.3333,118.3333,118.3333,Sat,Sat
A00962,Northwest,Khan,Install,,2021-06-21,2021-06-30,1,,,1.5,202.8,Account,9.0,80,120.0,120.0,202.8,322.8,322.8,Mon,Wed
A00963,Central,Burton,Replace,,2021-06-21,2021-07-09,1,,,0.5,67.9034,C.O.D.,18.0,80,40.0,40.0,67.9034,107.9034,107.9034,Mon,Fri
A00964,Northeast,Ling,Assess,,2021-06-21,2021-07-12,2,,,1.0,144.0,C.O.D.,21.0,140,140.0,140.0,144.0,284.0,284.0,Mon,Mon
A00965,South,Burton,Deliver,,2021-06-21,2021-07-13,2,,,0.25,178.3618,Account,22.0,140,35.0,35.0,178.3618,213.3618,213.3618,Mon,Tue
A00966,East,Ling,Deliver,,2021-06-21,2021-07-14,1,,,0.25,7.314,P.O.,23.0,80,20.0,20.0,7.314,27.314,27.314,Mon,Wed
A00967,East,Ling,Assess,,2021-06-21,,2,,,,120.0,Account,,140,0.0,0.0,120.0,120.0,120.0,Mon,Sat
A00968,Northwest,Cartier,Assess,,2021-06-21,,1,,,,193.8409,C.O.D.,,80,0.0,0.0,193.8409,193.8409,193.8409,Mon,Sat
A00969,Northwest,Cartier,Assess,,2021-06-21,,1,,,,901.5,P.O.,,80,0.0,0.0,901.5,901.5,901.5,Mon,Sat
A00970,Central,Cartier,Deliver,,2021-06-21,,1,,,,64.3421,Account,,80,0.0,0.0,64.3421,64.3421,64.3421,Mon,Sat
A00971,Central,Cartier,Deliver,,2021-06-21,,1,,,,64.3421,Account,,80,0.0,0.0,64.3421,64.3421,64.3421,Mon,Sat
A00972,Central,Burton,Assess,,2021-06-21,,2,,,,282.0,C.O.D.,,140,0.0,0.0,282.0,282.0,282.0,Mon,Sat
A00973,West,Khan,Deliver,,2021-06-22,2021-07-16,1,,,0.25,21.33,Account,24.0,80,20.0,20.0,21.33,41.33,41.33,Tue,Fri
A00974,North,Ling,Assess,,2021-06-22,2021-07-19,2,,,0.25,55.89,Account,27.0,140,35.0,35.0,55.89,90.89,90.89,Tue,Mon
A00975,Northwest,Khan,Replace,,2021-06-22,2021-07-21,2,,,0.5,227.13,Account,29.0,140,70.0,70.0,227.13,297.13,297.13,Tue,Wed
A00976,Northwest,Cartier,Replace,,2021-06-22,,2,Yes,Yes,,593.4447,Warranty,,140,0.0,0.0,0.0,593.4447,0.0,Tue,Sat
A00977,Central,Burton,Replace,,2021-06-22,,1,,,,65.4969,Account,,80,0.0,0.0,65.4969,65.4969,65.4969,Tue,Sat
A00978,East,Ling,Replace,,2021-06-22,,2,,,,1137.74,Account,,140,0.0,0.0,1137.74,1137.74,1137.74,Tue,Sat
A00979,Central,Cartier,Repair,,2021-06-22,,1,,,,272.9996,C.O.D.,,80,0.0,0.0,272.9996,272.9996,272.9996,Tue,Sat
A00980,South,Lopez,Deliver,,2021-06-23,2021-06-25,1,,,0.25,270.4456,Account,2.0,80,20.0,20.0,270.4456,290.4456,290.4456,Wed,Fri
A00981,Central,Khan,Assess,,2021-06-23,2021-07-03,1,,,1.0,180.0,P.O.,10.0,80,80.0,80.0,180.0,260.0,260.0,Wed,Sat
A00982,South,Lopez,Repair,,2021-06-23,2021-07-13,1,,,1.0,188.9469,Account,20.0,80,80.0,80.0,188.9469,268.9469,268.9469,Wed,Tue
A00983,Northeast,Ling,Deliver,,2021-06-23,2021-07-21,1,,,0.25,37.5821,Account,28.0,80,20.0,20.0,37.5821,57.5821,57.5821,Wed,Wed
A00984,Northwest,Cartier,Replace,,2021-06-23,2021-07-19,1,,,0.5,20.0,Account,26.0,80,40.0,40.0,20.0,60.0,60.0,Wed,Mon
A00985,South,Burton,Deliver,,2021-06-23,2021-07-19,1,,,0.25,78.279,C.O.D.,26.0,80,20.0,20.0,78.279,98.279,98.279,Wed,Mon
A00986,South,Ling,Deliver,,2021-06-23,2021-07-22,1,,,0.25,37.2935,Account,29.0,80,20.0,20.0,37.2935,57.2935,57.2935,Wed,Thu
A00987,North,Ling,Deliver,Yes,2021-06-23,,1,,,,48.5862,C.O.D.,,80,0.0,0.0,48.5862,48.5862,48.5862,Wed,Sat
A00988,Central,Burton,Assess,,2021-06-23,,2,,,,164.4,C.O.D.,,140,0.0,0.0,164.4,164.4,164.4,Wed,Sat
A00989,North,Ling,Deliver,,2021-06-24,2021-07-15,2,,,0.25,268.0558,Account,21.0,140,35.0,35.0,268.0558,303.0558,303.0558,Thu,Thu
A00990,West,Khan,Deliver,,2021-06-24,2021-07-23,1,,,0.25,19.197,P.O.,29.0,80,20.0,20.0,19.197,39.197,39.197,Thu,Fri
A00991,North,Ling,Assess,,2021-06-24,2021-07-19,2,,,0.25,21.33,Account,25.0,140,35.0,35.0,21.33,56.33,56.33,Thu,Mon
A00992,North,Burton,Replace,,2021-06-24,,1,,,,7.5,C.O.D.,,80,0.0,0.0,7.5,7.5,7.5,Thu,Sat
A00993,North,Ling,Deliver,,2021-06-24,,1,,,,115.1866,Account,,80,0.0,0.0,115.1866,115.1866,115.1866,Thu,Sat
A00994,North,Ling,Deliver,,2021-06-24,,1,,,,120.0,Account,,80,0.0,0.0,120.0,120.0,120.0,Thu,Sat
A00995,East,Ling,Deliver,,2021-06-24,,1,,,,21.0,Account,,80,0.0,0.0,21.0,21.0,21.0,Thu,Sat
A00996,East,Ling,Assess,,2021-06-24,,1,,,,58.89,C.O.D.,,80,0.0,0.0,58.89,58.89,58.89,Thu,Sat
A00997,Central,Burton,Deliver,,2021-06-24,,1,,,,32.6706,C.O.D.,,80,0.0,0.0,32.6706,32.6706,32.6706,Thu,Sat
A00998,Southeast,Burton,Repair,,2021-06-24,,2,,,,205.2813,C.O.D.,,140,0.0,0.0,205.2813,205.2813,205.2813,Thu,Sat
A00999,Central,Khan,Replace,,2021-06-24,,2,,,,223.6477,Account,,140,0.0,0.0,223.6477,223.6477,223.6477,Thu,Sat
A01000,Northwest,Khan,Repair,,2021-06-25,2021-07-16,1,,,6.25,20.0,C.O.D.,21.0,80,500.0,500.0,20.0,520.0,520.0,Fri,Fri
A01001,Northwest,Khan,Repair,,2021-06-25,,1,,,,415.2845,P.O.,,80,0.0,0.0,415.2845,415.2845,415.2845,Fri,Sat
A01002,Southeast,Khan,Assess,,2021-06-26,2021-07-24,2,,,0.25,237.208,C.O.D.,28.0,140,35.0,35.0,237.208,272.208,272.208,Sat,Sat
A01003,North,Ling,Replace,,2021-06-28,2021-07-19,2,,,2.5,106.65,Account,21.0,140,350.0,350.0,106.65,456.65,456.65,Mon,Mon
A01004,Central,Cartier,Replace,Yes,2021-06-28,,2,,,,60.0,C.O.D.,,140,0.0,0.0,60.0,60.0,60.0,Mon,Sat
A01005,North,Ling,Deliver,,2021-06-29,2021-07-09,1,,,0.25,20.07,Account,10.0,80,20.0,20.0,20.07,40.07,40.07,Tue,Fri
A01006,South,Burton,Replace,,2021-06-29,2021-07-15,2,,,0.5,215.9909,Account,16.0,140,70.0,70.0,215.9909,285.9909,285.9909,Tue,Thu
A01007,West,Khan,Deliver,,2021-06-29,2021-07-14,1,,,0.25,18.0,C.O.D.,15.0,80,20.0,20.0,18.0,38.0,38.0,Tue,Wed
A01008,North,Ling,Deliver,,2021-06-29,,1,,,,43.0118,C.O.D.,,80,0.0,0.0,43.0118,43.0118,43.0118,Tue,Sat
A01009,North,Ling,Assess,,2021-06-29,,1,,,,58.5,Account,,80,0.0,0.0,58.5,58.5,58.5,Tue,Sat
A01010,Southeast,Khan,Replace,,2021-06-29,,1,,,,146.7174,C.O.D.,,80,0.0,0.0,146.7174,146.7174,146.7174,Tue,Sat
A01011,Central,Cartier,Install,,2021-06-29,,1,,,,60.0,Account,,80,0.0,0.0,60.0,60.0,60.0,Tue,Sat
A01012,Southeast,Burton,Assess,,2021-06-29,,2,,,,180.0,C.O.D.,,140,0.0,0.0,180.0,180.0,180.0,Tue,Sat
A01013,East,Ling,Install,,2021-06-29,,2,,,,165.0,Account,,140,0.0,0.0,165.0,165.0,165.0,Tue,Sat
A01014,South,Burton,Install,,2021-06-30,2021-07-12,2,,,1.0,183.5419,Account,12.0,140,140.0,140.0,183.5419,323.5419,323.5419,Wed,Mon
A01015,South,Burton,Repair,,2021-06-30,2021-07-13,2,,,1.75,333.9035,Account,13.0,140,245.0,245.0,333.9035,578.9035,578.9035,Wed,Tue
A01016,Northwest,Khan,Assess,Yes,2021-06-30,2021-07-21,2,,,0.5,23.899,Account,21.0,140,70.0,70.0,23.899,93.899,93.899,Wed,Wed
A01017,Northwest,Khan,Assess,Yes,2021-06-30,2021-07-21,2,,,0.5,38.4969,Account,21.0,140,70.0,70.0,38.4969,108.4969,108.4969,Wed,Wed
A01018,Central,Khan,Replace,,2021-06-30,,2,,,,103.1811,C.O.D.,,140,0.0,0.0,103.1811,103.1811,103.1811,Wed,Sat
A01019,Northwest,Khan,Assess,,2021-06-30,,1,,,,68.4969,Account,,80,0.0,0.0,68.4969,68.4969,68.4969,Wed,Sat
A01020,Southeast,Burton,Repair,,2021-06-30,,2,,,,309.6439,C.O.D.,,140,0.0,0.0,309.6439,309.6439,309.6439,Wed,Sat
A01021,Northeast,Ling,Install,,2021-06-30,,2,,,,625.5,Account,,140,0.0,0.0,625.5,625.5,625.5,Wed,Sat
A01022,North,Ling,Repair,,2021-06-30,,2,,,,687.9243,C.O.D.,,140,0.0,0.0,687.9243,687.9243,687.9243,Wed,Sat
A01023,West,Khan,Assess,,2021-06-30,,1,,,,110.6918,P.O.,,80,0.0,0.0,110.6918,110.6918,110.6918,Wed,Sat
A01024,Southwest,Burton,Assess,,2021-06-30,,2,,,,151.8099,C.O.D.,,140,0.0,0.0,151.8099,151.8099,151.8099,Wed,Sat
A01025,North,Ling,Assess,,2021-07-01,,2,,,,120.0,Account,,140,0.0,0.0,120.0,120.0,120.0,Thu,Sat
A01026,West,Khan,Deliver,,2021-07-02,,1,,,,74.7804,Account,,80,0.0,0.0,74.7804,74.7804,74.7804,Fri,Sat
A01027,Central,Cartier,Install,,2021-07-02,,2,,,,445.1606,C.O.D.,,140,0.0,0.0,445.1606,445.1606,445.1606,Fri,Sat
A01028,Central,Khan,Assess,,2021-07-05,2021-07-20,2,,,0.5,85.32,Account,15.0,140,70.0,70.0,85.32,155.32,155.32,Mon,Tue
A01029,West,Khan,Assess,,2021-07-05,,2,,,,180.33,Account,,140,0.0,0.0,180.33,180.33,180.33,Mon,Sat
A01030,East,Ling,Replace,,2021-07-05,,2,,,,21.33,Account,,140,0.0,0.0,21.33,21.33,21.33,Mon,Sat
A01031,Northwest,Lopez,Install,,2021-07-05,,2,,,,1630.1239,C.O.D.,,140,0.0,0.0,1630.1239,1630.1239,1630.1239,Mon,Sat
A01032,South,Burton,Deliver,,2021-07-06,2021-07-13,1,,,0.25,122.3613,Account,7.0,80,20.0,20.0,122.3613,142.3613,142.3613,Tue,Tue
A01033,Northwest,Cartier,Assess,,2021-07-06,2021-07-22,1,,,0.5,120.0,Account,16.0,80,40.0,40.0,120.0,160.0,160.0,Tue,Thu
A01034,North,Ling,Assess,,2021-07-06,,1,,,,48.7938,Account,,80,0.0,0.0,48.7938,48.7938,48.7938,Tue,Sat
A01035,North,Ling,Replace,,2021-07-06,,2,,,,94.6304,C.O.D.,,140,0.0,0.0,94.6304,94.6304,94.6304,Tue,Sat
A01036,Southeast,Cartier,Replace,,2021-07-06,,1,,,,142.3811,C.O.D.,,80,0.0,0.0,142.3811,142.3811,142.3811,Tue,Sat
A01037,North,Ling,Replace,,2021-07-06,,2,,,,37.2935,C.O.D.,,140,0.0,0.0,37.2935,37.2935,37.2935,Tue,Sat
A01038,Southeast,Burton,Repair,,2021-07-07,2021-07-21,2,,,1.0,46.8649,P.O.,14.0,140,140.0,140.0,46.8649,186.8649,186.8649,Wed,Wed
A01039,Northwest,Khan,Assess,Yes,2021-07-07,2021-07-21,2,,,0.5,74.5324,Account,14.0,140,70.0,70.0,74.5324,144.5324,144.5324,Wed,Wed
A01040,North,Ling,Deliver,,2021-07-07,,1,,,,140.13,Account,,80,0.0,0.0,140.13,140.13,140.13,Wed,Sat
A01041,East,Ling,Replace,,2021-07-07,,2,,,,191.69,Account,,140,0.0,0.0,191.69,191.69,191.69,Wed,Sat
A01042,Central,Burton,Deliver,,2021-07-07,,1,,,,64.3421,C.O.D.,,80,0.0,0.0,64.3421,64.3421,64.3421,Wed,Sat
A01043,South,Burton,Replace,,2021-07-07,,2,,,,335.6165,P.O.,,140,0.0,0.0,335.6165,335.6165,335.6165,Wed,Sat
A01044,Southwest,Burton,Replace,,2021-07-07,,2,,,,414.8626,C.O.D.,,140,0.0,0.0,414.8626,414.8626,414.8626,Wed,Sat
A01045,Central,Khan,Repair,,2021-07-08,2021-07-19,2,,,1.0,312.19,C.O.D.,11.0,140,140.0,140.0,312.19,452.19,452.19,Thu,Mon
A01046,Central,Cartier,Install,Yes,2021-07-08,,2,,,,116.1046,C.O.D.,,140,0.0,0.0,116.1046,116.1046,116.1046,Thu,Sat
A01047,East,Ling,Repair,,2021-07-08,,2,,,,187.5528,C.O.D.,,140,0.0,0.0,187.5528,187.5528,187.5528,Thu,Sat
A01048,Central,Burton,Install,,2021-07-08,,2,Yes,Yes,,3060.3403,Warranty,,140,0.0,0.0,0.0,3060.3403,0.0,Thu,Sat
A01049,Central,Burton,Assess,,2021-07-09,,2,,,,250.832,C.O.D.,,140,0.0,0.0,250.832,250.832,250.832,Fri,Sat
A01050,South,Burton,Assess,,2021-07-10,,1,,,,320.7079,C.O.D.,,80,0.0,0.0,320.7079,320.7079,320.7079,Sat,Sat
A01051,Central,Burton,Assess,Yes,2021-07-12,2021-07-21,1,,,0.75,74.947,C.O.D.,9.0,80,60.0,60.0,74.947,134.947,134.947,Mon,Wed
A01052,Southeast,Burton,Replace,Yes,2021-07-12,2021-07-22,2,,,1.75,120.0,P.O.,10.0,140,245.0,245.0,120.0,365.0,365.0,Mon,Thu
A01053,North,Ling,Assess,,2021-07-12,,2,,,,169.02,Account,,140,0.0,0.0,169.02,169.02,169.02,Mon,Sat
A01054,East,Ling,Deliver,,2021-07-12,,2,,,,145.0,C.O.D.,,140,0.0,0.0,145.0,145.0,145.0,Mon,Sat
A01055,Central,Cartier,Install,,2021-07-12,,1,,,,399.8401,Account,,80,0.0,0.0,399.8401,399.8401,399.8401,Mon,Sat
A01056,Northeast,Burton,Repair,,2021-07-12,,1,,,,464.2111,C.O.D.,,80,0.0,0.0,464.2111,464.2111,464.2111,Mon,Sat
A01057,Southeast,Khan,Assess,Yes,2021-07-13,2021-07-20,1,,,0.5,83.4629,C.O.D.,7.0,80,40.0,40.0,83.4629,123.4629,123.4629,Tue,Tue
A01058,North,Ling,Assess,,2021-07-13,,2,,,,58.5,Account,,140,0.0,0.0,58.5,58.5,58.5,Tue,Sat
A01059,South,Burton,Assess,,2021-07-13,,1,,,,61.1806,Account,,80,0.0,0.0,61.1806,61.1806,61.1806,Tue,Sat
A01060,South,Burton,Assess,,2021-07-13,,1,,,,220.7279,C.O.D.,,80,0.0,0.0,220.7279,220.7279,220.7279,Tue,Sat
A01061,Northeast,Ling,Replace,Yes,2021-07-13,,2,,,,66.8649,C.O.D.,,140,0.0,0.0,66.8649,66.8649,66.8649,Tue,Sat
A01062,Northwest,Cartier,Replace,,2021-07-14,,1,,,,120.0,P.O.,,80,0.0,0.0,120.0,120.0,120.0,Wed,Sat
A01063,Northwest,Cartier,Replace,,2021-07-14,,1,,,,120.0,P.O.,,80,0.0,0.0,120.0,120.0,120.0,Wed,Sat
A01064,Northwest,Cartier,Replace,,2021-07-14,,1,,,,120.0,P.O.,,80,0.0,0.0,120.0,120.0,120.0,Wed,Sat
A01065,Southwest,Burton,Assess,,2021-07-14,,1,,,,166.6248,C.O.D.,,80,0.0,0.0,166.6248,166.6248,166.6248,Wed,Sat
A01066,Northeast,Ling,Replace,,2021-07-14,,2,,,,336.2636,Account,,140,0.0,0.0,336.2636,336.2636,336.2636,Wed,Sat
A01067,Northwest,Khan,Repair,,2021-07-14,,2,,,,1000.454,Account,,140,0.0,0.0,1000.454,1000.454,1000.454,Wed,Sat
A01068,Central,Burton,Install,Yes,2021-07-15,2021-07-15,1,,,1.0,310.9344,C.O.D.,0.0,80,80.0,80.0,310.9344,390.9344,390.9344,Thu,Thu
A01069,Northeast,Ling,Replace,,2021-07-15,,2,,,,450.2,Account,,140,0.0,0.0,450.2,450.2,450.2,Thu,Sat
A01070,North,Ling,Replace,,2021-07-15,,2,,,,186.0,Account,,140,0.0,0.0,186.0,186.0,186.0,Thu,Sat
A01071,Central,Khan,Replace,,2021-07-16,2021-07-29,1,,,1.5,1111.5,P.O.,13.0,80,120.0,120.0,1111.5,1231.5,1231.5,Fri,Thu
A01072,East,Ling,Repair,,2021-07-16,,2,,,,170.0,Account,,140,0.0,0.0,170.0,170.0,170.0,Fri,Sat
A01073,North,Ling,Replace,,2021-07-16,,2,,,,180.0,Account,,140,0.0,0.0,180.0,180.0,180.0,Fri,Sat
A01074,Northwest,Cartier,Assess,,2021-07-17,2021-07-26,1,,,0.75,48.0,C.O.D.,9.0,80,60.0,60.0,48.0,108.0,108.0,Sat,Mon
A01075,Central,Burton,Replace,,2021-07-17,,2,Yes,Yes,,1019.9758,Warranty,,140,0.0,0.0,0.0,1019.9758,0.0,Sat,Sat
A01076,Southeast,Burton,Assess,,2021-07-19,2021-07-19,1,,,0.5,161.7951,C.O.D.,0.0,80,40.0,40.0,161.7951,201.7951,201.7951,Mon,Mon
A01077,North,Ling,Assess,,2021-07-19,,2,,,,61.2374,C.O.D.,,140,0.0,0.0,61.2374,61.2374,61.2374,Mon,Sat
A01078,West,Khan,Replace,,2021-07-19,,2,,,,440.03,C.O.D.,,140,0.0,0.0,440.03,440.03,440.03,Mon,Sat
A01079,West,Khan,Repair,,2021-07-19,,2,,,,351.0,Account,,140,0.0,0.0,351.0,351.0,351.0,Mon,Sat
A01080,Central,Khan,Replace,,2021-07-19,,2,,,,519.01,C.O.D.,,140,0.0,0.0,519.01,519.01,519.01,Mon,Sat
A01081,Southeast,Burton,Assess,,2021-07-19,,2,,,,138.0817,C.O.D.,,140,0.0,0.0,138.0817,138.0817,138.0817,Mon,Sat
A01082,North,Ling,Replace,,2021-07-19,,2,,,,1073.46,Account,,140,0.0,0.0,1073.46,1073.46,1073.46,Mon,Sat
A01083,North,Ling,Replace,,2021-07-19,,2,,,,48.4898,Account,,140,0.0,0.0,48.4898,48.4898,48.4898,Mon,Sat
A01084,West,Khan,Replace,,2021-07-19,,1,,,,45.2374,Account,,80,0.0,0.0,45.2374,45.2374,45.2374,Mon,Sat
A01085,North,Ling,Assess,,2021-07-19,,1,,,,288.42,C.O.D.,,80,0.0,0.0,288.42,288.42,288.42,Mon,Sat
A01086,Central,Burton,Replace,,2021-07-20,,1,,,,38.4969,Account,,80,0.0,0.0,38.4969,38.4969,38.4969,Tue,Sat
A01087,South,Burton,Deliver,,2021-07-20,,1,,,,107.9955,Account,,80,0.0,0.0,107.9955,107.9955,107.9955,Tue,Sat
A01088,North,Ling,Assess,,2021-07-20,,2,,,,142.8532,Account,,140,0.0,0.0,142.8532,142.8532,142.8532,Tue,Sat
A01089,Central,Cartier,Assess,,2021-07-21,,1,,,,85.9421,Account,,80,0.0,0.0,85.9421,85.9421,85.9421,Wed,Sat
A01090,North,Ling,Replace,,2021-07-21,,2,,,,21.33,Account,,140,0.0,0.0,21.33,21.33,21.33,Wed,Sat
A01091,Northwest,Cartier,Replace,,2021-07-21,,2,,,,602.66,C.O.D.,,140,0.0,0.0,602.66,602.66,602.66,Wed,Sat
A01092,Northwest,Cartier,Assess,Yes,2021-07-22,,2,,,,66.8857,C.O.D.,,140,0.0,0.0,66.8857,66.8857,66.8857,Thu,Sat
A01093,Northwest,Khan,Repair,,2021-07-22,,1,,,,472.5454,Account,,80,0.0,0.0,472.5454,472.5454,472.5454,Thu,Sat
A01094,Southeast,Cartier,Assess,,2021-07-22,,1,,,,147.6989,C.O.D.,,80,0.0,0.0,147.6989,147.6989,147.6989,Thu,Sat
A01095,Southeast,Burton,Assess,,2021-07-22,,2,,,,237.21,C.O.D.,,140,0.0,0.0,237.21,237.21,237.21,Thu,Sat
A01096,Northwest,Cartier,Repair,,2021-07-22,,1,,,,128.8115,C.O.D.,,80,0.0,0.0,128.8115,128.8115,128.8115,Thu,Sat
A01097,Central,Cartier,Assess,,2021-07-23,,1,,,,84.8862,C.O.D.,,80,0.0,0.0,84.8862,84.8862,84.8862,Fri,Sat
A01098,East,Ling,Deliver,,2021-07-24,,1,,,,122.3195,Account,,80,0.0,0.0,122.3195,122.3195,122.3195,Sat,Sat
A01100,East,Ling,Assess,,2021-07-29,,2,,,,210.4494,C.O.D.,,140,0.0,0.0,210.4494,210.4494,210.4494,Thu,Sat
